,title,price_VND,location,area_m2,number_of_bedrooms
1851,Bán căn hộ Sen hồng 02 phòng ngủ đầy đủ nội thất,1550000000,Thủ Đức,50.0,2
1852,Căn hộ chung cư Conic Skyway 105m2 full nội thất,2400000000,Bình Chánh,105.0,3
1853,Bể nợ Euro bán căn hộ 2PN1WC cao cấp giá 1ty8,1800000000,7,67.0,2
1854,"Căn hộ CTL Tower, 70m2 2PN 2WC, Giá chỉ 2.05 tỷ",2050000000,12,70.0,2
1855,"Căn hộ An Sương I-Park ""Phiên bản giới hạn""",2700000000,12,80.0,3
1856,Tôi kẹt tiền cần bán gấp căn officetel view kênh,2050000000,Bình Thạnh,38.0,1
1857,Bán căn hộ Sen Hồng 1.15ty/1pn Full nội thất mới,1150000000,Thủ Đức,39.0,1
1858,🍎ĐỪNG GIẢ BỘ KÊU BÁN LỖ VINHOMES NỮA,1999999999000000000,9,50.0,2
1859,Giỏ hàng chuyển nhượng Lavida Plus với đủ loại DT,2199000000,7,53.0,1
1860,Căn hộ RichStar 65m² 2PN full giá sốc mùa dịch,2750000000,Tân Phú,65.0,2
1861,"Cần bán căn hộ chung cư Conic Riverside, F7, Q8",1750000000,8,65.0,2
1862,Hàng hếm bán căn 1PN Carillon7 Giá:2.35tỷ bao hết,2350000000,Tân Phú,49.0,1
1863,"Bán CC Prosper Plaza 65m2 đã có Sổ giá chỉ 2,19 tỷ",2190000000,12,65.0,2
1864,BÁN CH FELISA RIVERSIDE CÁCH CẦU NTP Q5 200M,2050000000,8,54.0,2
1865,Chung cư Conic Skyway 80m² 2 PN,2100000000,Bình Chánh,80.0,2
1866,"CĂN HỘ THUỶ LỢI 4,DT:54M,SỔ HỒNG,TIỆN ÍCH VINCOM",2500000000,Bình Thạnh,54.0,1
1867,Chính chủ bán Ascent Lakeside mã 6.02 view MT,2950000000,7,64.7,1
1868,"BÁN GẤP căn hộ Gia Phú 65m2 2PN, 1,65Tỷ",1650000000,Bình Tân,65.0,2
1869,Chính Chủ Bán River Panorama- An Gia 2 Phòng Ngủ.,2700000000,7,64.0,2
1870,"CĂN HỘ SAIGONLAND,2PN,2WC,SỔ HỒNG,VIEW LANDMARK",3050000000,Bình Thạnh,72.0,2
1871,Ban CH Happy City NVL 67m² 2PN 1WC nhà mới đẹp,1450000000,Bình Chánh,67.0,2
1872,Căn hộ Him Lam Nam Khánh 80m² 2PN CÓ SỔ HỒNG,2500000000,8,80.0,2
1873,🍀Bán căn hộ 2PN-Full nội thất Richstar-Giá: 2.5tỷ,2500000000,Tân Phú,53.0,2
1874,"BÁN GẤP CH TẠI HIM LAM 70M2 FULL NT, VIEW ĐẸP.",2450000000,9,70.0,2
1875,"CĂN HỘ MỚI 2PN,2WC,GẦN UNG VĂN KHIÊM",2600000000,Bình Thạnh,68.0,2
1876,"Duplex New Saigon-HAGL3 242m² 5 PN,nhà đẹp đã deco",3900000000,Nhà Bè,242.0,5
1877,Căn hộ 76m2 2pn giá tốt  tại cc Happy CIty,1900000000,Bình Chánh,76.0,2
1878,Chung cư Chung cư Tây Thạnh 66m² 2 PN 2WC,2150000000,Tân Phú,66.0,2
1879,Căn hộ cao cấp Lovera Vista 65m2 2 PN 2WC,2100000000,Bình Chánh,65.0,2
1880,Kẹt tiền bán gấp căn hộ River Gate 2pn2wc 75m2,4650000000,4,75.0,2
1881,"3PN 2WC Nội Thất, 2.45 tỷ. CHCC Hoàng Kim Thế Gia",2450000000,Bình Tân,80.0,3
1882,"CĂN HỘ SỔ HỒNG CONIC ĐÌNH KHIÊM 2PN 1,65 TỶ",1650000000,Bình Chánh,74.0,2
1883,"Q7 Boulevard CK Khủng 10-18%, Tặng gói nội thất",8100000000,7,139.4,1
1884,Cần bán Chung cư Ehomes Nam sài gòn 40m² 1 PN,1170000000,Bình Chánh,40.0,1
1885,"Ban CH Happy City 3PN - 100.5m² full NT giá rẻ,đẹp",2280000000,Bình Chánh,100.5,3
1886,"Bán căn Khánh Hội 2, diện tích 75m2 , 2pn 2wc , Q4",3000000000,4,75.0,2
1887,"Bán nhà chung cư 121m, 3PN lầu 9, nhà mới sơn sửa",2500000000,Bình Tân,121.0,3
1888,Chủ bán gấp căn hộ 3PN 115m2 chung cư River Gate,6500000000,4,115.0,3
1889,BÁN CĂN HỘ CENTUM WEATH 2PN-2WC FULL NT CHỈ 2.5TỈ,2586000000,9,68.0,2
1890,Bán căn hộ Orient Apartment 90.5m² 3PN,3750000000,4,90.5,3
1891,"Bán gấp cc 76 m2, 2 PN, chủ đang ở, tầng cao, đẹp",1500000000,Gò Vấp,76.0,2
1892,"Biệt thự ""thô"" Park Riverside 304m² 21.5 tỷ.",2150000000,9,304.0,4
1893,Chính chủ sang nhượng căn hộ 2PN Picity Quận 12,2200000000,12,57.0,2
1894,Căn hộ 5 sao MARRIOTT ngay ga metro Bason.,6789000000,1,41.0,1
1895,Chính chủ Bán Căn hộ Central Garden chỉ với 825 Tr,825000000,1,83.0,2
1896,Căn hộ cao cấp Kingdom 101 - 2PN giá tốt,5300000000,10,72.0,2
1897,"bán că hộ Citihome 2pn, 2wc  đã có sổ, giá 1,8 tỷ",1800000000,2,64.0,2
1898,"Căn hộ 3pn 135m2 Happy Valley, Phú mỹ Hưng, q7",6500000000,7,135.0,3
1899,"CitiHome 2pn, 1wc cần bán nhanh giá 1,650 tỷ",1650000000,2,60.0,2
1900,Tôi chính chủ cần bán lại căn hộ 3PN city gate 2,3000000000,8,86.0,3
1901,CH Garden Gate y hình 34m2 chỉ 1.920 tỉ mới PN,1920000000,Phú Nhuận,34.0,1
1902,"Bán 2PN56m giá 2,25 tỷ Sky Garden 3. Giá siêu rẻ",2250000000,7,56.51,2
1903,"CHÍNH CHỦ KÝ GỞI BÁN CĂN HỘ 2 P.NGỦ .GIÁ 2,250 TỶ",2250000000,7,60.0,2
1904,CÁC CĂN CẦN BÁN TẠI CENTUM WEATH NGAY UỶ BAN Q9,2100000000,9,68.0,2
1905,Chung cư Topaz Home 70m² 3PN-2wc nhà mới,2100000000,12,70.0,3
1906,Căn hộ chung cư Botanic Towers 93m² 2PN,4400000000,Phú Nhuận,93.0,2
1907,BÁN CĂN HỘ  72m² 2PN  VIEW THOÁNG MÁT KHU CITYLAND,3700000000,Gò Vấp,72.0,2
1908,Căn hộ cao cấp M.One Gia Định P1 - GV,3900000000,Gò Vấp,70.0,2
1909,"Căn hộ carillon7, 104m² 3PN view Đầm Sen, lầu 23",3890000000,Tân Phú,104.0,3
1910,Bán căn hộ 2PN full NT view hồ bơi khu Cityland,3850000000,Gò Vấp,75.0,2
1911,"🌺 Bán Gấp Căn Hộ 1PN+1WC KINGDOM 101, Giá Hạt Dẻ",3800000000,10,49.0,1
1912,Chung cư Lavita Charm 68m² 2PN,2900000000,Thủ Đức,68.0,2
1913,Chung Cư Tecco Bình Tân,1970000000,Bình Tân,72.0,2
1914,"MỚI BẢNG GIÁ CH HIM LAM PHÚ AN T7/2021 GIÁ 2,45TỶ",2450000000,9,70.0,2
1915,Bán kế bên chung cư Him lam  em chính chủ gủi bán,2300000000,8,72.0,2
1916,Chung cư Chung cư Bông Sao 44.3m² 1PN,1750000000,8,44.3,1
1917,Căn Hộ 2 phòng ngủ Quận 6 Giữa Năm 2021 Nhận Nhà,1800000000,6,51.0,2
1918,"CĂN HỘ LEXINGTON 2PN, NỘI THẤT CAO CẤP, 71m2",3400000000,2,71.0,2
1919,Căn Hộ Sân Vườn Bình Tân 136m² 2PN- gần Aeon Mall,2600000000,Bình Tân,136.0,2
1920,CẦN TIỀN BÁN HÒA VỐN CỰC PHẨM SKY89 AN GIA 2.53 TỶ,2530000000,7,56.0,1
1921,TỔNG HỢP CÁC CĂN BÁN FLORA NOVIA 2PN-1WC CHỈ 2.22Ỉ,2200000000,Thủ Đức,57.0,2
1922,🎋 Bán Nhanh Căn 2PN+2WC Richstar-Full NT Sịn Xò,2800000000,Tân Phú,65.0,2
1923,Chính chủ bán Oficetel y hình đẹp Garden Gate 34m2,2120000000,Phú Nhuận,34.0,1
1924,Bán Chung cư Citihome Quận 2 Mới Ken...,1650000000,2,62.0,2
1925,"BÁN NHANH CH KV HIM LAM PA RỘNG RÃI, VIEW THOÁNG.",2300000000,9,70.0,2
1926,Cần bán căn hộ Ngay Phú Mỹ Hưng 2PN giá 2ty18,2180000000,7,62.0,2
1927,MÌNH BÁN CH FLORA NOVIA 57M2 GIÁ CHỈ 2.2TỈ VAY BAN,2250000000,Thủ Đức,57.0,2
1928,"Căn hộ 2PN 56m2,TT360tr,CK 1chỉ vàng,0% lãi suất",1200000000,Bình Thạnh,56.0,2
1929,Bán nhà giá rẻ - Sổ hồng Riêng - Bình Chánh,750000000,Bình Chánh,64.0,3
1930,"🍎Giá thép tăng phi mã ,hồ bơi 1000m2 VINHOMES",1980000000,9,47.0,1
1931,"Căn hộ Richstar - Tân Phú, 91m2, 3PN, 2WC - 3.5 tỷ",3500000000,Tân Phú,91.0,3
1932,"Chỉ 760 Triệu sở Hữu Căn 3PN, Tặng Gói Nội Thất CC",799000000,Bình Chánh,85.0,3
1933,Căn Hộ Quận 8  61.75m² 2PN 2WC giá tốt.,1745000000,8,61.75,2
1934,Chung cư Quận 7 2PN,1990000000,7,56.0,2
1935,Chung cư phú gia hưng 93m2 P15 gò vấp 3pn,2850000000,Gò Vấp,93.0,3
1936,"Chung cư 2 PN, 3WC, 2 tỷ 75 Đinh Tiên Hoàng BT",2750000000,Bình Thạnh,76.0,3
1937,"FLORA NOVIA MT PHẠM VĂN ĐỒNG, 2PN-2WC=75M2=2.7TỈ",2700000000,Thủ Đức,75.0,2
1938,"Chung cư Him Lam Phú An 69m² 2PN, Đông Nam",2400000000,9,69.0,2
1939,"RICHMOND DỄ DÀNG MUA 2PN 2WC 66M2=3.45TỶ, 71M2=3.7",3450000000,Bình Thạnh,66.0,2
1940,"Căn hộ cao cấp Carillon 7, Tân Phú -66m2, 2.550 tỷ",2550000000,Tân Phú,66.0,2
1941,"D/a cao cấp PiCity, 30Tr m2 50-80m2, bàn giao 2021",1500000000,12,49.0,2
1942,"MIZUKI PARK GIỎ HÀNG ONLINE 3 BLOCK MỚI MP6,7,8",2900000000,Bình Chánh,78.0,2
1943,"Bán căn hộ chung cư ngay trung tâm P11, Quận 5",3000000000,5,74.0,2
1944,Căn hộ 2PN 2tolel prosper plaza q12,2000000000,12,51.0,2
1945,Muốn bán chung cư,248000000,Thủ Đức,53.0,1
1946,Shophouse sở hữu vĩnh viễn 1 trệt 1 lầu,4900000000,12,110.0,2
1947,Bán căn hộ Phúc An -Lầu 3 căn góc,460000000,Hóc Môn,33.0,1
1948,Chung cư Chung cư An Lộc Gò Vấp 65m² 2PN,2100000000,Gò Vấp,65.0,2
1949,"Chung cư Him Lam Chợ Lớn 102m² 2PN, 3.7 tỷ",3700000000,6,102.0,2
1950,Chung cư Topaz City 2PN,2100000000,8,70.0,2
1951,🍅CHỊU KHÓ MUA GIÁ MỚI GẦN BAN QUẢN LÍ VINHOMES S5,1990000000,9,47.0,1
1952,Thanh Toán 30% Sở Hữu Ngay Căn Hộ Cao Cấp 5* BC,38000000,Bình Chánh,85.0,3
1953,Bán CH Tecco Green Nest DT65m2 nhà trống giá 1.7 t,1700000000,12,65.0,2
1954,✅ Bán căn hộ The Art KDC Gia Hoà Phước Long B Q9,2400000000,9,66.0,2
1955,Chung cư Quận 2 61m² 1 tỉ 567,1567888000000000,2,61.0,2
1956,"👑 Bán Nhanh Căn 3PN Carillon 7, Giá Hạt Dẻ",3150000000,Tân Phú,86.0,3
1957,Chung cư Chung cư 43 Hồ Văn Huê 57m² 2 PN,2600000000,Phú Nhuận,57.0,2
1958,Mái ấm lý tưởng! giá trị thật! căn hộ cao cấp nhất,1500000000,Bình Tân,50.0,1
1959,"CĂN HỘ Q8 NHẬN NHÀ Ở NGAY,MỚI 100%,TIỆN ÍCH NHIỀU",1600000000,8,62.0,2
1960,"CĂN GÓC CHUNG CƯ MOONLIGHT 2PN, 75.1M2 GIÁ 3TỈ",3000000000,Thủ Đức,75.0,2
1961,"Chung cư An Hòa 70m²-2PN, view Q1, giá tốt",2850000000,2,70.0,2
1962,Chung cư Quận 2 D'Lusso 70m² 2PN bán giá gốc đợt 1,3641000000,2,70.0,2
1963,"Cần bán Chung cư HAUSBELO, 2PN, chênh 120 triệu",1930000000,9,67.0,2
1964,ĐẢM BẢO MUA NHÀ BẰNG GIÁ THẬT  MOONLIGHT RESIDENCE,2600000000,Thủ Đức,68.0,2
1965,Chung cư Quận 12 70m² 2PN,1790000000,12,70.0,2
1966,Bán Cc cao cấp Mizuki Park 72m2 giá 2ty780 full NT,2780000000,Bình Chánh,72.0,2
1967,"Chuyển công tác nên cần bán gấp căn hộ 2PN, 2WC",1650000000,12,58.0,2
1968,"Căn hộ 2PN, 1PK, 60m2 Resgreen, QTân Phú",3150000000,Tân Phú,60.0,2
1969,BÁN CĂN HỘ CHÍNH CHỦ.,1800000000,6,28.0,2
1970,Hướng dẫn mua nhà 2 tỷ ở Quận 12 khi chỉ có 600tr,1890000000,12,48.0,2
1971,Gía rẻ cho căn hộ Officetel Sunrise City View Lh :,1750000000,7,39.0,1
1972,Căn hộ 1 PN chung cư sen hồng. Block C,1200000000,Thủ Đức,38.1,1
1973,"CTL Tower vị trí đẹp,hỗ trợ vay-giá từ 1,87 tỷ",1870000000,12,65.0,2
1974,CH MOONLIGHT RESIDENCE FULL NT 2PN=2.85TỈ,2850000000,Thủ Đức,67.0,2
1975,"Căn hộ nghỉ dưỡng ven sông 2PN, trả trước 500 tr",500000000,Nhà Bè,50.0,2
1976,"Căn hộ góc CC Giai Việt 150m2 3PN Block B2 4,5 tỷ",4500000000,8,150.0,3
1977,"CĂN HỘ LEXINGTON 1PN, NỘI THẤT SANG TRỌNG, 48m2",2400000000,2,48.0,1
1978,ĐẦU TƯ NHÀ TRỌ LỢI NHUẬN 28% CÓ SỔ TRAO TAY,750000000,12,200.0,1
1979,Chung cư Căn Hộ HARMONA quận Tân Bình 3PN 100m2,3700000000,Tân Bình,100.0,3
1980,Chung cư The Sun Avenue 73m² 2 PN QUẬN 2 - FULL NT,3920000000,2,73.0,2
1981,"officetel, 36m2, có nội thất, giá 2.1 tỷ bao phí",2100000000,Phú Nhuận,36.0,1
1982,Căn Topaz City 2pn dt 63m2 bán gấp giá 2 tỷ,2000000000,8,63.0,2
1983,Chung cư Khu dân cư Cityland Park Hills 75m² 2PN,3800000000,Gò Vấp,75.0,2
1984,"Căn hộ Carilon 7,mặt tiền Tân Phú, nhận nhà ở ngay",2250000000,Tân Phú,50.0,1
1985,"Bán căn 2pn giá từ 1,5 tỷ, liên hệ 0868..37..1991",1500000000,12,58.0,2
1986,Chinh chu carillon 7- Q.Tân Phú 88m² 3PN,3200000000,Tân Phú,88.0,3
1987,"Căn hộ Linh Tây 84m² 2 PN,2 WC , hình thật 100%",2750000000,Thủ Đức,84.0,2
1988,Chung cư Carillon 7 88m² 3PN giảm giá mùa dịch,3070000000,Tân Phú,88.0,3
1989,"Căn hộ phong cách NHẬT BẢN, nghỉ dưỡng 5 sao.",280000000,7,65.0,2
1990,"Q7 Sài Gòn Riverside, 2PN, view sông, 2.3 tỷ/căn",2300000000,7,67.0,2
1991,Căn Hộ West Gate Bình Chánh Chỉ Từ 660tr Có N.Thất,2200000000,Bình Chánh,60.0,2
1992,"City gate 3 Q8 52m2 giá 1,2 tỷ,78m2 2PN giá 2 tỷ.",1200000000,8,52.0,2
1993,"Bán chung cư gò vấp 73m,2PN có sổ 1,980 tỷ",1980000000,Gò Vấp,73.0,2
1994,Jamila 99m2 - full nội thất thiết kế hiện đại,4600000000,9,99.0,3
1995,"Căn hộ cao cấp Richstar 91m2, thiết kế đẹp,full NT",4200000000,Tân Phú,91.0,3
1996,Căn hộ Jamila DT: 72m2 - 2PN 2WC - sổ hồng,2850000000,9,72.0,2
1997,Căn hộ Jamila DT: 69m2 2 PN 2WC - sổ hồng,2870000000,9,69.0,2
1998,Cần tiền bán lại căn 3pn HAUSBELO chênh tốt,2140000000,9,74.0,3
1999,"Căn hộ CitiSoho Q2, Dịch bệnh nên bán giá rẻ",1610000000,2,59.0,2
2000,Carillon 7 88m² 3 PN- căn góc số 11 chính chủ,3200000000,Tân Phú,88.0,3
2001,"Bán căn hộ  cao cấp Cộng Hòa Garden, view Lanmark",3000000000,Tân Bình,77.0,2
2002,CẦN BÁN CC FLORA NOVIA 80m2 FULL NỘI THẤT,35000000,Thủ Đức,80.0,3
2003,"Căn hộ 3PN 90,4m2 RiverPanorama Tầng Cao View Sông",3500000000,7,90.4,3
2004,Cần bán Sky 89 view đẹp thoáng đủ căn từ 55-114m2,2500000000,7,55.0,2
2005,Diamond Lotus Riverside 56m2_2PN_Q8_View Sông_RẼ,3050000000,8,56.0,2
2006,"Tôi bán căn hộ 2PN,1WC-63,8m2 Emerald,chỉ gần 3tỷ.",2950000000,Tân Phú,63.8,2
2007,"Chung cư Tân Quy 2PN, Quận 7. Vị trí tốt",1700000000,7,44.0,2
2008,MUA ĐẦU TƯ HAY Ở ĐỀU THÍCH HỢP - GIÁ CHẤT NHẤT KV,3250000000,2,50.0,1
2009,Căn hộ WESTGATE 2pn+2wc trong cụm TTHC Bình Chánh,2158000000,Bình Chánh,59.0,2
2010,CC City Gate Towers 2PN 2WC NỘI THẤT NHƯ HÌNH 100%,2250000000,8,69.0,2
2011,Cần Bán Panorama ngay PMH mới nhận nhà 2PN 2ty160,2160000000,7,62.0,2
2012,Cắt lỗ 100tr Căn hộ 2PN Vinhomes quận 9,1635000000,9,59.0,2
2013,"The Botanica - Căn hộ 2PN, view Đông, có nội thất",3300000000,Tân Bình,57.0,2
2014,"Căn hộ trung tâm hành chính 5 mặt tiền, Bình Chánh",2150000000,Bình Chánh,59.0,2
